"Time Window","SYN Rate","SYN Percentage","Port Spread","ACK Response Rate","Source Diversity","Scan Intensity","Risk Assessment","Scan Archetype","Suggested Action","Explanation"
"extended","very high","moderate","many","minimal response","moderately distributed","High","elevated","ambiguous","Throttle source IP","very high SYN rate; multiple ports targeted; minimal ACK responses"
"extended","very high","moderate","many","minimal response","highly distributed","High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate; multiple ports targeted; highly distributed sources; minimal ACK responses; = distributed scanning"
"extended","very high","moderate","many","partial response","centralized","High","elevated","ambiguous","Throttle source IP","very high SYN rate; multiple ports targeted; single/few sources"
"extended","very high","moderate","many","partial response","moderately distributed","High","elevated","ambiguous","Throttle source IP","very high SYN rate; multiple ports targeted"
"extended","very high","moderate","many","partial response","highly distributed","High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate; multiple ports targeted; highly distributed sources; = distributed scanning"
"extended","very high","moderate","many","widespread response","centralized","High","elevated","ambiguous","Throttle source IP","very high SYN rate; multiple ports targeted; single/few sources"
"extended","very high","moderate","many","widespread response","moderately distributed","High","elevated","ambiguous","Throttle source IP","very high SYN rate; multiple ports targeted"
"extended","very high","moderate","many","widespread response","highly distributed","High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate; multiple ports targeted; highly distributed sources; = distributed scanning"
"extended","very high","moderate","many","broad response","centralized","High","elevated","ambiguous","Throttle source IP","very high SYN rate; multiple ports targeted; single/few sources"
"extended","very high","moderate","many","broad response","moderately distributed","High","elevated","ambiguous","Throttle source IP","very high SYN rate; multiple ports targeted"
"extended","very high","moderate","many","broad response","highly distributed","High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate; multiple ports targeted; highly distributed sources; = distributed scanning"
"extended","very high","moderate","many","complete response","centralized","High","none","likely benign","Monitor only","very high SYN rate; multiple ports targeted; single/few sources; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","moderate","many","complete response","moderately distributed","High","none","likely benign","Monitor only","very high SYN rate; multiple ports targeted; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","moderate","many","complete response","highly distributed","High","none","likely benign","Monitor only","very high SYN rate; multiple ports targeted; highly distributed sources; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","moderate","broad sweep","no response","centralized","High","elevated","ambiguous","Throttle source IP","very high SYN rate; broad port sweep; single/few sources; minimal ACK responses"
"extended","very high","moderate","broad sweep","no response","moderately distributed","High","elevated","ambiguous","Throttle source IP","very high SYN rate; broad port sweep; minimal ACK responses"
"extended","very high","moderate","broad sweep","no response","highly distributed","High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate; broad port sweep; highly distributed sources; minimal ACK responses; = distributed scanning"
"extended","very high","moderate","broad sweep","minimal response","centralized","High","elevated","ambiguous","Throttle source IP","very high SYN rate; broad port sweep; single/few sources; minimal ACK responses"
"extended","very high","moderate","broad sweep","minimal response","moderately distributed","High","elevated","ambiguous","Throttle source IP","very high SYN rate; broad port sweep; minimal ACK responses"
"extended","very high","moderate","broad sweep","minimal response","highly distributed","High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate; broad port sweep; highly distributed sources; minimal ACK responses; = distributed scanning"
"extended","very high","moderate","broad sweep","partial response","centralized","High","elevated","ambiguous","Throttle source IP","very high SYN rate; broad port sweep; single/few sources"
"extended","very high","moderate","broad sweep","partial response","moderately distributed","High","elevated","ambiguous","Throttle source IP","very high SYN rate; broad port sweep"
"extended","very high","moderate","broad sweep","partial response","highly distributed","High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate; broad port sweep; highly distributed sources; = distributed scanning"
"extended","very high","moderate","broad sweep","widespread response","centralized","High","elevated","ambiguous","Throttle source IP","very high SYN rate; broad port sweep; single/few sources"
"extended","very high","moderate","broad sweep","widespread response","moderately distributed","High","elevated","ambiguous","Throttle source IP","very high SYN rate; broad port sweep"
"extended","very high","moderate","broad sweep","widespread response","highly distributed","High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate; broad port sweep; highly distributed sources; = distributed scanning"
"extended","very high","moderate","broad sweep","broad response","centralized","High","elevated","ambiguous","Throttle source IP","very high SYN rate; broad port sweep; single/few sources"
"extended","very high","moderate","broad sweep","broad response","moderately distributed","High","elevated","ambiguous","Throttle source IP","very high SYN rate; broad port sweep"
"extended","very high","moderate","broad sweep","broad response","highly distributed","High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate; broad port sweep; highly distributed sources; = distributed scanning"
"extended","very high","moderate","broad sweep","complete response","centralized","High","none","likely benign","Monitor only","very high SYN rate; broad port sweep; single/few sources; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","moderate","broad sweep","complete response","moderately distributed","High","none","likely benign","Monitor only","very high SYN rate; broad port sweep; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","moderate","broad sweep","complete response","highly distributed","High","none","likely benign","Monitor only","very high SYN rate; broad port sweep; highly distributed sources; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","dominant","one","no response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; single/few sources; minimal ACK responses; = classic scan pattern"
"extended","very high","dominant","one","minimal response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; single/few sources; minimal ACK responses; = classic scan pattern"
"extended","very high","dominant","one","partial response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; single/few sources; = classic scan pattern"
"extended","very high","dominant","one","widespread response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; single/few sources; = classic scan pattern"
"extended","very high","dominant","one","broad response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; single/few sources; = classic scan pattern"
"extended","very high","dominant","one","complete response","centralized","Very High","none","likely benign","Monitor only","very high SYN rate with dominant SYN percentage; single/few sources; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","dominant","a few","no response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; single/few sources; minimal ACK responses; = classic scan pattern"
"extended","very high","dominant","a few","no response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with dominant SYN percentage; minimal ACK responses"
"extended","very high","dominant","a few","no response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with dominant SYN percentage; highly distributed sources; minimal ACK responses; = distributed scanning"
"extended","very high","dominant","a few","minimal response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; single/few sources; minimal ACK responses; = classic scan pattern"
"extended","very high","dominant","a few","minimal response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with dominant SYN percentage; minimal ACK responses"
"extended","very high","dominant","a few","minimal response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with dominant SYN percentage; highly distributed sources; minimal ACK responses; = distributed scanning"
"extended","very high","dominant","a few","partial response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; single/few sources; = classic scan pattern"
"extended","very high","dominant","a few","partial response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with dominant SYN percentage"
"extended","very high","dominant","a few","partial response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with dominant SYN percentage; highly distributed sources; = distributed scanning"
"extended","very high","dominant","a few","widespread response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; single/few sources; = classic scan pattern"
"extended","very high","dominant","a few","widespread response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with dominant SYN percentage"
"extended","very high","dominant","a few","widespread response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with dominant SYN percentage; highly distributed sources; = distributed scanning"
"extended","very high","dominant","a few","broad response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; single/few sources; = classic scan pattern"
"extended","very high","dominant","a few","broad response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with dominant SYN percentage"
"extended","very high","dominant","a few","broad response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with dominant SYN percentage; highly distributed sources; = distributed scanning"
"extended","very high","dominant","a few","complete response","centralized","Very High","none","likely benign","Monitor only","very high SYN rate with dominant SYN percentage; single/few sources; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","dominant","a few","complete response","moderately distributed","Very High","none","likely benign","Monitor only","very high SYN rate with dominant SYN percentage; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","dominant","a few","complete response","highly distributed","Very High","none","likely benign","Monitor only","very high SYN rate with dominant SYN percentage; highly distributed sources; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","dominant","several","no response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; single/few sources; minimal ACK responses; = classic scan pattern"
"extended","very high","dominant","several","no response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with dominant SYN percentage; minimal ACK responses"
"extended","very high","dominant","several","no response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with dominant SYN percentage; highly distributed sources; minimal ACK responses; = distributed scanning"
"extended","very high","dominant","several","minimal response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; single/few sources; minimal ACK responses; = classic scan pattern"
"extended","very high","dominant","several","minimal response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with dominant SYN percentage; minimal ACK responses"
"extended","very high","dominant","several","minimal response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with dominant SYN percentage; highly distributed sources; minimal ACK responses; = distributed scanning"
"extended","very high","dominant","several","partial response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; single/few sources; = classic scan pattern"
"extended","very high","dominant","several","partial response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with dominant SYN percentage"
"extended","very high","dominant","several","partial response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with dominant SYN percentage; highly distributed sources; = distributed scanning"
"extended","very high","dominant","several","widespread response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; single/few sources; = classic scan pattern"
"extended","very high","dominant","several","widespread response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with dominant SYN percentage"
"extended","very high","dominant","several","widespread response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with dominant SYN percentage; highly distributed sources; = distributed scanning"
"extended","very high","dominant","several","broad response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; single/few sources; = classic scan pattern"
"extended","very high","dominant","several","broad response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with dominant SYN percentage"
"extended","very high","dominant","several","broad response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with dominant SYN percentage; highly distributed sources; = distributed scanning"
"extended","very high","dominant","several","complete response","centralized","Very High","none","likely benign","Monitor only","very high SYN rate with dominant SYN percentage; single/few sources; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","dominant","several","complete response","moderately distributed","Very High","none","likely benign","Monitor only","very high SYN rate with dominant SYN percentage; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","dominant","several","complete response","highly distributed","Very High","none","likely benign","Monitor only","very high SYN rate with dominant SYN percentage; highly distributed sources; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","dominant","many","no response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; multiple ports targeted; single/few sources; minimal ACK responses; = classic scan pattern"
"extended","very high","dominant","many","no response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with dominant SYN percentage; multiple ports targeted; minimal ACK responses"
"extended","very high","dominant","many","no response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with dominant SYN percentage; multiple ports targeted; highly distributed sources; minimal ACK responses; = distributed scanning"
"extended","very high","dominant","many","minimal response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; multiple ports targeted; single/few sources; minimal ACK responses; = classic scan pattern"
"extended","very high","dominant","many","minimal response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with dominant SYN percentage; multiple ports targeted; minimal ACK responses"
"extended","very high","dominant","many","minimal response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with dominant SYN percentage; multiple ports targeted; highly distributed sources; minimal ACK responses; = distributed scanning"
"extended","very high","dominant","many","partial response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; multiple ports targeted; single/few sources; = classic scan pattern"
"extended","very high","dominant","many","partial response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with dominant SYN percentage; multiple ports targeted"
"extended","very high","dominant","many","partial response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with dominant SYN percentage; multiple ports targeted; highly distributed sources; = distributed scanning"
"extended","very high","dominant","many","widespread response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; multiple ports targeted; single/few sources; = classic scan pattern"
"extended","very high","dominant","many","widespread response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with dominant SYN percentage; multiple ports targeted"
"extended","very high","dominant","many","widespread response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with dominant SYN percentage; multiple ports targeted; highly distributed sources; = distributed scanning"
"extended","very high","dominant","many","broad response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; multiple ports targeted; single/few sources; = classic scan pattern"
"extended","very high","dominant","many","broad response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with dominant SYN percentage; multiple ports targeted"
"extended","very high","dominant","many","broad response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with dominant SYN percentage; multiple ports targeted; highly distributed sources; = distributed scanning"
"extended","very high","dominant","many","complete response","centralized","Very High","none","likely benign","Monitor only","very high SYN rate with dominant SYN percentage; multiple ports targeted; single/few sources; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","dominant","many","complete response","moderately distributed","Very High","none","likely benign","Monitor only","very high SYN rate with dominant SYN percentage; multiple ports targeted; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","dominant","many","complete response","highly distributed","Very High","none","likely benign","Monitor only","very high SYN rate with dominant SYN percentage; multiple ports targeted; highly distributed sources; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","dominant","broad sweep","no response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; broad port sweep; single/few sources; minimal ACK responses; = classic scan pattern"
"extended","very high","dominant","broad sweep","no response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with dominant SYN percentage; broad port sweep; minimal ACK responses"
"extended","very high","dominant","broad sweep","no response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with dominant SYN percentage; broad port sweep; highly distributed sources; minimal ACK responses; = distributed scanning"
"extended","very high","dominant","broad sweep","minimal response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; broad port sweep; single/few sources; minimal ACK responses; = classic scan pattern"
"extended","very high","dominant","broad sweep","minimal response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with dominant SYN percentage; broad port sweep; minimal ACK responses"
"extended","very high","dominant","broad sweep","minimal response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with dominant SYN percentage; broad port sweep; highly distributed sources; minimal ACK responses; = distributed scanning"
"extended","very high","dominant","broad sweep","partial response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; broad port sweep; single/few sources; = classic scan pattern"
"extended","very high","dominant","broad sweep","partial response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with dominant SYN percentage; broad port sweep"
"extended","very high","dominant","broad sweep","partial response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with dominant SYN percentage; broad port sweep; highly distributed sources; = distributed scanning"
"extended","very high","dominant","broad sweep","widespread response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; broad port sweep; single/few sources; = classic scan pattern"
"extended","very high","dominant","broad sweep","widespread response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with dominant SYN percentage; broad port sweep"
"extended","very high","dominant","broad sweep","widespread response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with dominant SYN percentage; broad port sweep; highly distributed sources; = distributed scanning"
"extended","very high","dominant","broad sweep","broad response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with dominant SYN percentage; broad port sweep; single/few sources; = classic scan pattern"
"extended","very high","dominant","broad sweep","broad response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with dominant SYN percentage; broad port sweep"
"extended","very high","dominant","broad sweep","broad response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with dominant SYN percentage; broad port sweep; highly distributed sources; = distributed scanning"
"extended","very high","dominant","broad sweep","complete response","centralized","Very High","none","likely benign","Monitor only","very high SYN rate with dominant SYN percentage; broad port sweep; single/few sources; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","dominant","broad sweep","complete response","moderately distributed","Very High","none","likely benign","Monitor only","very high SYN rate with dominant SYN percentage; broad port sweep; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","dominant","broad sweep","complete response","highly distributed","Very High","none","likely benign","Monitor only","very high SYN rate with dominant SYN percentage; broad port sweep; highly distributed sources; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","overwhelming","one","no response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; single/few sources; minimal ACK responses; = classic scan pattern"
"extended","very high","overwhelming","one","minimal response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; single/few sources; minimal ACK responses; = classic scan pattern"
"extended","very high","overwhelming","one","partial response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; single/few sources; = classic scan pattern"
"extended","very high","overwhelming","one","widespread response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; single/few sources; = classic scan pattern"
"extended","very high","overwhelming","one","broad response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; single/few sources; = classic scan pattern"
"extended","very high","overwhelming","one","complete response","centralized","Very High","none","likely benign","Monitor only","very high SYN rate with overwhelming SYN percentage; single/few sources; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","overwhelming","a few","no response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; single/few sources; minimal ACK responses; = classic scan pattern"
"extended","very high","overwhelming","a few","no response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with overwhelming SYN percentage; minimal ACK responses"
"extended","very high","overwhelming","a few","no response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with overwhelming SYN percentage; highly distributed sources; minimal ACK responses; = distributed scanning"
"extended","very high","overwhelming","a few","minimal response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; single/few sources; minimal ACK responses; = classic scan pattern"
"extended","very high","overwhelming","a few","minimal response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with overwhelming SYN percentage; minimal ACK responses"
"extended","very high","overwhelming","a few","minimal response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with overwhelming SYN percentage; highly distributed sources; minimal ACK responses; = distributed scanning"
"extended","very high","overwhelming","a few","partial response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; single/few sources; = classic scan pattern"
"extended","very high","overwhelming","a few","partial response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with overwhelming SYN percentage"
"extended","very high","overwhelming","a few","partial response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with overwhelming SYN percentage; highly distributed sources; = distributed scanning"
"extended","very high","overwhelming","a few","widespread response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; single/few sources; = classic scan pattern"
"extended","very high","overwhelming","a few","widespread response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with overwhelming SYN percentage"
"extended","very high","overwhelming","a few","widespread response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with overwhelming SYN percentage; highly distributed sources; = distributed scanning"
"extended","very high","overwhelming","a few","broad response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; single/few sources; = classic scan pattern"
"extended","very high","overwhelming","a few","broad response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with overwhelming SYN percentage"
"extended","very high","overwhelming","a few","broad response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with overwhelming SYN percentage; highly distributed sources; = distributed scanning"
"extended","very high","overwhelming","a few","complete response","centralized","Very High","none","likely benign","Monitor only","very high SYN rate with overwhelming SYN percentage; single/few sources; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","overwhelming","a few","complete response","moderately distributed","Very High","none","likely benign","Monitor only","very high SYN rate with overwhelming SYN percentage; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","overwhelming","a few","complete response","highly distributed","Very High","none","likely benign","Monitor only","very high SYN rate with overwhelming SYN percentage; highly distributed sources; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","overwhelming","several","no response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; single/few sources; minimal ACK responses; = classic scan pattern"
"extended","very high","overwhelming","several","no response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with overwhelming SYN percentage; minimal ACK responses"
"extended","very high","overwhelming","several","no response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with overwhelming SYN percentage; highly distributed sources; minimal ACK responses; = distributed scanning"
"extended","very high","overwhelming","several","minimal response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; single/few sources; minimal ACK responses; = classic scan pattern"
"extended","very high","overwhelming","several","minimal response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with overwhelming SYN percentage; minimal ACK responses"
"extended","very high","overwhelming","several","minimal response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with overwhelming SYN percentage; highly distributed sources; minimal ACK responses; = distributed scanning"
"extended","very high","overwhelming","several","partial response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; single/few sources; = classic scan pattern"
"extended","very high","overwhelming","several","partial response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with overwhelming SYN percentage"
"extended","very high","overwhelming","several","partial response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with overwhelming SYN percentage; highly distributed sources; = distributed scanning"
"extended","very high","overwhelming","several","widespread response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; single/few sources; = classic scan pattern"
"extended","very high","overwhelming","several","widespread response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with overwhelming SYN percentage"
"extended","very high","overwhelming","several","widespread response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with overwhelming SYN percentage; highly distributed sources; = distributed scanning"
"extended","very high","overwhelming","several","broad response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; single/few sources; = classic scan pattern"
"extended","very high","overwhelming","several","broad response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with overwhelming SYN percentage"
"extended","very high","overwhelming","several","broad response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with overwhelming SYN percentage; highly distributed sources; = distributed scanning"
"extended","very high","overwhelming","several","complete response","centralized","Very High","none","likely benign","Monitor only","very high SYN rate with overwhelming SYN percentage; single/few sources; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","overwhelming","several","complete response","moderately distributed","Very High","none","likely benign","Monitor only","very high SYN rate with overwhelming SYN percentage; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","overwhelming","several","complete response","highly distributed","Very High","none","likely benign","Monitor only","very high SYN rate with overwhelming SYN percentage; highly distributed sources; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","overwhelming","many","no response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; multiple ports targeted; single/few sources; minimal ACK responses; = classic scan pattern"
"extended","very high","overwhelming","many","no response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with overwhelming SYN percentage; multiple ports targeted; minimal ACK responses"
"extended","very high","overwhelming","many","no response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with overwhelming SYN percentage; multiple ports targeted; highly distributed sources; minimal ACK responses; = distributed scanning"
"extended","very high","overwhelming","many","minimal response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; multiple ports targeted; single/few sources; minimal ACK responses; = classic scan pattern"
"extended","very high","overwhelming","many","minimal response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with overwhelming SYN percentage; multiple ports targeted; minimal ACK responses"
"extended","very high","overwhelming","many","minimal response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with overwhelming SYN percentage; multiple ports targeted; highly distributed sources; minimal ACK responses; = distributed scanning"
"extended","very high","overwhelming","many","partial response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; multiple ports targeted; single/few sources; = classic scan pattern"
"extended","very high","overwhelming","many","partial response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with overwhelming SYN percentage; multiple ports targeted"
"extended","very high","overwhelming","many","partial response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with overwhelming SYN percentage; multiple ports targeted; highly distributed sources; = distributed scanning"
"extended","very high","overwhelming","many","widespread response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; multiple ports targeted; single/few sources; = classic scan pattern"
"extended","very high","overwhelming","many","widespread response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with overwhelming SYN percentage; multiple ports targeted"
"extended","very high","overwhelming","many","widespread response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with overwhelming SYN percentage; multiple ports targeted; highly distributed sources; = distributed scanning"
"extended","very high","overwhelming","many","broad response","centralized","Very High","critical","classic","Block temporarily","very high SYN rate with overwhelming SYN percentage; multiple ports targeted; single/few sources; = classic scan pattern"
"extended","very high","overwhelming","many","broad response","moderately distributed","Very High","critical","ambiguous","Block temporarily","very high SYN rate with overwhelming SYN percentage; multiple ports targeted"
"extended","very high","overwhelming","many","broad response","highly distributed","Very High","critical","distributed","Alert SOC + Coordinate response","very high SYN rate with overwhelming SYN percentage; multiple ports targeted; highly distributed sources; = distributed scanning"
"extended","very high","overwhelming","many","complete response","centralized","Very High","none","likely benign","Monitor only","very high SYN rate with overwhelming SYN percentage; multiple ports targeted; single/few sources; complete ACK responses (likely benign); = likely legitimate traffic"
"extended","very high","overwhelming","many","complete response","moderately distributed","Very High","none","likely benign","Monitor only","very high SYN rate with overwhelming SYN percentage; multiple ports targeted; complete ACK responses (likely benign); = likely legitimate traffic"
